Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1986","1986","°c","0.049","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1987","1987","°c","0.869","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1988","1988","°c","0.453","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1989","1989","°c","0.089","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1990","1990","°c","0.545","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1991","1991","°c","0.415","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1992","1992","°c","0.024","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1993","1993","°c","0.668","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1994","1994","°c","0.793","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1995","1995","°c","0.685","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1996","1996","°c","0.484","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1997","1997","°c","1.429","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1998","1998","°c","0.817","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1999","1999","°c","0.459","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2000","2000","°c","0.671","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2001","2001","°c","0.87","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2002","2002","°c","1.165","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2003","2003","°c","0.884","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2004","2004","°c","1.017","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2005","2005","°c","1.041","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2006","2006","°c","0.759","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2007","2007","°c","1.124","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2008","2008","°c","0.959","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2009","2009","°c","1.358","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°c","1.022","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°c","0.72","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°c","1.485","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°c","0.857","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°c","1.565","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°c","2.217","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°c","1.262","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°c","1.607","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°c","1.505","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°c","1.771","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°c","1.823","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°c","1.577","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2022","2022","°c","0.839","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","2023","2023","°c","2.771","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1961","1961","°c","0.164","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1962","1962","°c","-0.201","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1963","1963","°c","0.159","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1964","1964","°c","-0.238","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1965","1965","°c","-0.09","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1966","1966","°c","0.026","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1967","1967","°c","0.046","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1968","1968","°c","-0.408","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1969","1969","°c","0.319","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1970","1970","°c","0.116","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1971","1971","°c","-0.151","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1972","1972","°c","0.087","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1973","1973","°c","0.41","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1974","1974","°c","-0.193","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1975","1975","°c","-0.148","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1976","1976","°c","-0.192","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1977","1977","°c","0.256","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1978","1978","°c","0.025","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1979","1979","°c","-0.014","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1980","1980","°c","0.299","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1981","1981","°c","0.182","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1982","1982","°c","0.269","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1983","1983","°c","0.473","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1984","1984","°c","0.299","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1985","1985","°c","0.112","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1986","1986","°c","0.299","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1987","1987","°c","0.721","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1988","1988","°c","0.48","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1989","1989","°c","0.166","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1990","1990","°c","0.48","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1991","1991","°c","0.492","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1992","1992","°c","0.435","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1993","1993","°c","0.525","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1994","1994","°c","0.623","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1995","1995","°c","0.808","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1996","1996","°c","0.53","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1997","1997","°c","0.738","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1998","1998","°c","1.267","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","1999","1999","°c","0.566","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2000","2000","°c","0.538","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2001","2001","°c","0.802","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.082","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.983","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.824","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.158","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.831","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2007","2007","°c","0.981","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2008","2008","°c","0.731","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2009","2009","°c","0.946","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2010","2010","°c","1.134","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.833","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.067","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.963","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.205","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.61","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.544","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.432","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.179","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.54","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.452","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.149","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2022","2022","°c","0.997","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.648","E","Estimated value"
